name,artist,album,genre,total_time,play_count,skip_count
Here Comes the G,Mack 10,Mack 10,Hip-Hop/Rap,251973,2,0
Westside Slaughterhouse,Mack 10,Mack 10,Hip-Hop/Rap,297760,2,0
N****s Dog Scraping,Mack 10,Mack 10,Hip-Hop/Rap,34067,1,0
Armed & Dangerous,Mack 10,Mack 10,Hip-Hop/Rap,187707,1,0
H-O-E-K,Mack 10,Mack 10,Hip-Hop/Rap,218360,1,0
10 Million Ways,Mack 10,Mack 10,Hip-Hop/Rap,262267,4,0
Mozi-Wozi,Mack 10,Mack 10,Hip-Hop/Rap,278707,3,0
Mack 10's the Name,Mack 10,Mack 10,Hip-Hop/Rap,199333,3,0
Liquid Swords,GZA,Liquid Swords,Hip-Hop/Rap,272047,4,0
"Duel of the Iron Mic (feat. Masta Killa, Dreddy Kruger, Inspectah Deck & Ol' Dirty Bastard)",GZA,Liquid Swords,Hip-Hop/Rap,245333,0,0
Living In the World Today,GZA,Liquid Swords,Hip-Hop/Rap,263258,0,0
Gold,GZA,Liquid Swords,Hip-Hop/Rap,237142,0,0
Cold World (feat. Inspectah Deck),GZA,Liquid Swords,Hip-Hop/Rap,330960,0,0
Labels,GZA,Liquid Swords,Hip-Hop/Rap,174366,1,0
"4th Chamber (feat. RZA, Ghostface Killah & Killah Priest)",GZA,Liquid Swords,Hip-Hop/Rap,277030,0,0
Shadowboxin' (feat. Method Man),GZA,Liquid Swords,Hip-Hop/Rap,209871,1,0
Hell's Wind Staff / Killah Hills 10304,GZA,Liquid Swords,Hip-Hop/Rap,308600,0,0
"Investigative Reports (feat. Chef Raekwon, Ghostface Killah & U-God)",GZA,Liquid Swords,Hip-Hop/Rap,229863,2,0
Swordsman (feat. Killah Priest),GZA,Liquid Swords,Pop,200910,0,0
I Gotcha Back (feat. Killah Priest),GZA,Liquid Swords,Hip-Hop/Rap,299732,0,0
B.I.B.L.E. (Basic Instructions Before Leaving Earth) [feat. Killah Priest],GZA,Liquid Swords,Hip-Hop/Rap,271400,0,0
Youth (Single Edit),Matisyahu,Youth EP,Reggae,233400,1,1
Youth (Smallstars Remix),Matisyahu,Youth EP,Rock,271880,1,1
"I Will Be Light (Live at CD101.1 FM, Columbus, OH - 2009)",Matisyahu,Youth EP,Alternative,292547,8,0
"Thunder (Live at CD101.1 FM, Columbus, OH - 2009)",Matisyahu,Youth EP,Alternative,243947,28,0
"King Without a Crown (Live at CD101.1 FM, Columbus, OH - 2009)",Matisyahu,Youth EP,Alternative,366987,6,0
7 Beggars,Matisyahu,Youth EP,Alternative,291240,5,0
Sea to Sea (Live),Matisyahu,Live At Stubb's,Alternative,247221,8,1
Chop 'em Down (Live),Matisyahu,Live At Stubb's,Alternative,243201,25,0
Warrior (Live),Matisyahu,Live At Stubb's,Alternative,478712,13,3
Lord Raise Me Up (Live),Matisyahu,Live At Stubb's,Alternative,232643,21,0
King Without a Crown (Live),Matisyahu,Live At Stubb's,Alternative,288530,21,0
Aish Tamid (Live),Matisyahu,Live At Stubb's,Alternative,415335,32,0
Beat Box (Live),Matisyahu,Live At Stubb's,Alternative,305278,4,10
Fire and Heights (Live),Matisyahu,Live At Stubb's,Alternative,260071,11,2
Exaltation (Live),Matisyahu,Live At Stubb's,Alternative,417653,25,0
Refuge (Live),Matisyahu,Live At Stubb's,Alternative,242089,21,0
Heights (Live),Matisyahu,Live At Stubb's,Alternative,203916,23,0
Close My Eyes (Live),Matisyahu,Live At Stubb's,Alternative,264585,17,0
Uno,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,30733,3,0
Lluvia y Fuego,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,371520,1,0
Donde Duele Inspira,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,216227,9,0
Por Amor Al Odio,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,315960,5,0
Soy Loco Por Ti,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,244453,4,0
Desde el Barro,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,200973,5,1
Folio en Blanco,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,163293,3,2
In-Extremis,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,60093,3,0
Sucio,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,109507,3,0
Artesano del Arte Insano,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,306093,18,0
Cosquijazz,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,202960,6,0
Mis Ego-Depresiones,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,214120,3,0
13,Flowklorikos,Donde Duele Inspira,Hip-Hop/Rap,171440,9,0
MC's Act Like They Don't Know,KRS-One,KRS-One,Hip-Hop/Rap,295933,6,0
Ova Here,KRS-One,The Mix Tape,Hip-Hop/Rap,176427,6,0
Warrior,Matisyahu,Shake Off the Dust... Arise,Reggae,443240,9,0
Interlude,Matisyahu,Shake Off the Dust... Arise,Reggae,23627,6,1
Refuge,Matisyahu,Shake Off the Dust... Arise,Reggae,207867,4,0
Exaltation,Matisyahu,Shake Off the Dust... Arise,Reggae,305173,12,0
Interlude,Matisyahu,Shake Off the Dust... Arise,Reggae,17520,9,0
Close My Eyes,Matisyahu,Shake Off the Dust... Arise,Reggae,295707,6,0
Candle,Matisyahu,Shake Off the Dust... Arise,Reggae,382600,11,1
Short Nigun,Matisyahu,Shake Off the Dust... Arise,Reggae,106333,9,1
Aish Tamid,Matisyahu,Shake Off the Dust... Arise,Reggae,408133,8,0
Interlude,Matisyahu,Shake Off the Dust... Arise,Reggae,17080,8,0
Father In the Forest,Matisyahu,Shake Off the Dust... Arise,Reggae,299920,5,0
Interlude,Matisyahu,Shake Off the Dust... Arise,Reggae,55347,9,2
King Without a Crown,Matisyahu,Shake Off the Dust... Arise,Reggae,318853,12,0
Got No Water,Matisyahu,Shake Off the Dust... Arise,Reggae,353653,33,0
Tzama L'chol Nafshi (Psalm 63:2-3),Matisyahu,Shake Off the Dust... Arise,Reggae,109947,10,0
Chop 'Em Down,Matisyahu,Shake Off the Dust... Arise,Reggae,346587,12,0
Outro,Matisyahu,Shake Off the Dust... Arise,Reggae,133573,6,1
מודה אני,Omer Adam,מודה אני,Israeli,220253,46,0
Mientes Tan Bien (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,267453,10,0
Si tú no estás (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,269373,9,0
Ves (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,269040,8,0
Suelta Mi Mano (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,308387,10,0
Sera (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,236907,4,0
Amor Real (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,394347,2,0
Pero No (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,268600,8,0
Que Me Alcance la Vida (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,258107,10,0
Magia (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,561840,1,5
Entra en Mi Vida (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,365813,7,0
Kilometros (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,366493,3,0
Que Lloro (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,354720,13,0
Te Vi Venir (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,277467,9,0
Junto a Ti (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,225213,0,5
Sirena (En Vivo),Sin Bandera,Hasta Ahora - En Vivo en el Auditorio Nacional,Pop Latino,212920,9,0
מודה אני (Live),Omer Adam & Moshe Peretz,מהפכה! (Live),Israeli,373693,43,0
Enero,"Rapsusklei, Sharif & Juaninacka",Curso Básico de Poesía,Hip-Hop/Rap,323440,3,0
Triste Canción De Amor,Sharif,Sobre Los Márgenes,Urbano latino,173267,11,0
Sobre Los Márgenes,Sharif,Sobre Los Márgenes,Urbano latino,256893,15,0
Cantar y Coser (feat. Rafael Lechowski),Sharif,Bajo el Rayo Que No Cesa,Hip-Hop/Rap,281198,4,0
Perdonar y Agradecer,Sharif,Bajo el Rayo Que No Cesa,Hip-Hop/Rap,909423,0,0
Agua Entre las Manos,Sharif & Rapsusklei,A Ras de Sueño,Urbano latino,247467,14,0
Vagamundo (feat. Hazhe & Sharif),Rapsusklei,Elipsis (feat. Hazhe),Hip-Hop/Rap,261320,21,1
Sorry You're Not a Winner,Enter Shikari,"Sorry You're Not a Winner / OK, Time for Plan B - EP",Rock,240213,13,0
"OK, Time for Plan B",Enter Shikari,"Sorry You're Not a Winner / OK, Time for Plan B - EP",Rock,305440,13,0
Jonny Sniper / Intro,Enter Shikari,Take to the Skies,Rock,274773,10,0
Mothership,Enter Shikari,Take to the Skies,Rock,275640,11,0
Anything Can Happen In the Next Half Hour / Interlude One,Enter Shikari,Take to the Skies,Rock,341160,11,0
In the Shadows,The Rasmus,Best of 2001-2009,Rock,257913,13,2
Sail Away,The Rasmus,Best of 2001-2009,Rock,228999,18,1
Monsoon,Tokio Hotel,Scream,Pop,240720,17,0
Don't Jump,Tokio Hotel,Scream,Pop,248093,18,0
First Day of My Life,The Rasmus,Best of 2001-2009,Rock,224618,7,0
Livin' In a World Without You,The Rasmus,Best of 2001-2009,Rock,230178,6,0
"Ready, Set, Go!",Tokio Hotel,Scream,Pop,214067,6,0
Welcome to My Life,Simple Plan,Still Not Gettin' Any,Pop,206773,6,2
Seven Nation Army,The White Stripes,Elephant,Alternative,231733,11,0
In the End,LINKIN PARK,Hybrid Theory (Deluxe Edition),Hard Rock,216294,10,0
Numb,LINKIN PARK,Meteora (Deluxe Edition),Hard Rock,187508,8,0
This Is War,Thirty Seconds to Mars,This Is War,Alternative,327027,8,0
Toxicity,System Of A Down,Toxicity,Hard Rock,218933,16,0
Chop Suey!,System Of A Down,Toxicity,Hard Rock,210240,13,0
Aerials,System Of A Down,Toxicity,Hard Rock,235053,14,0
Lonely Day,System Of A Down,Hypnotize,Hard Rock,167907,14,0
Sugar,System Of A Down,System of a Down (Bonus Pack),Hard Rock,153800,13,0
My Way,Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,Hard Rock,272973,18,0
Break Stuff,Limp Bizkit,Significant Other,Hard Rock,166707,8,0
Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,Hard Rock,213760,13,0
My Generation,Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,Hard Rock,221000,13,1
The Reason,Hoobastank,Best of Hoobastank,Rock,232707,9,1
That's What You Get,Paramore,Riot!,Alternative,220437,7,0
Misery Business,Paramore,Riot!,Alternative,211475,7,0
Mudshovel,Staind,Dysfunction,Hard Rock,282093,13,0
Raw,Staind,Dysfunction,Hard Rock,249907,2,0
Crawl,Staind,Dysfunction,Hard Rock,269307,2,0
Me,Staind,Dysfunction,Hard Rock,276760,2,0
A Flat,Staind,Dysfunction,Hard Rock,299293,1,0
Home,Staind,Dysfunction,Hard Rock,244933,4,0
Excess Baggage,Staind,Dysfunction,Hard Rock,278639,2,0
Just Go,Staind,Dysfunction,Hard Rock,290013,2,0
Suffocate,Staind,Dysfunction,Hard Rock,196907,2,0
Spleen,Staind,Dysfunction,Hard Rock,278639,2,0
La saga,IAM,L'école du micro d'argent,Hip-Hop/Rap,242200,21,0
Hodio (feat. Xhelazz),Sho-Hai,Doble Vida,Hip-Hop/Rap,257267,1,0
Gracias Y Desgracias De Una Farola,Sho-Hai,Doble Vida,Hip-Hop/Rap,181067,2,0
Oceano,Sho-Hai,Doble Vida,Hip-Hop/Rap,310053,0,0
Sho-Hai,Sho-Hai,Doble Vida,Hip-Hop/Rap,116973,1,1
Cuando Voy,Sho-Hai,Doble Vida,Hip-Hop/Rap,331040,2,0
Entro,Sho-Hai,Doble Vida,Hip-Hop/Rap,145307,6,0
...Ella,Sho-Hai,Doble Vida,Hip-Hop/Rap,203280,3,0
Infierno,Sho-Hai,Doble Vida,Hip-Hop/Rap,260920,2,0
La Cúpula (feat. Violadores del Verso),Sho-Hai,Doble Vida,Hip-Hop/Rap,335240,1,0
Solo Son Birras,Sho-Hai,Doble Vida,Hip-Hop/Rap,237453,2,0
Miss Misserias,Sho-Hai,Doble Vida,Hip-Hop/Rap,315973,6,0
Infierno Con Guitarras,Sho-Hai,Doble Vida,Hip-Hop/Rap,253347,1,0
Nada Y Todo,Sho-Hai,Doble Vida,Hip-Hop/Rap,292840,2,0
De Paso,Sho-Hai,Doble Vida,Hip-Hop/Rap,295467,2,0
Para Ser Un Rapper,Sho-Hai,Doble Vida,Hip-Hop/Rap,302760,4,0
Quand tu allais on revenait,IAM,L'école du micro d'argent,Hip-Hop/Rap,287800,4,0
Nés sous la même étoile,IAM,L'école du micro d'argent,Hip-Hop/Rap,231160,3,0
Chez le mac,IAM,L'école du micro d'argent,Hip-Hop/Rap,282027,1,1
L'enfer,IAM,L'école du micro d'argent,Hip-Hop/Rap,291200,3,0
L'empire du côté obscur,IAM,L'école du micro d'argent,Hip-Hop/Rap,261733,29,0
Regarde,IAM,L'école du micro d'argent,Hip-Hop/Rap,235867,6,0
Petit frère,IAM,L'école du micro d'argent,Hip-Hop/Rap,285933,22,0
Dangereux,IAM,L'école du micro d'argent,Hip-Hop/Rap,225333,5,0
Independenza,IAM,L'école du micro d'argent,Hip-Hop/Rap,238040,3,0
L'école du micro d'argent,IAM,L'école du micro d'argent,Hip-Hop/Rap,233880,6,0
"Demain, c'est loin",IAM,L'école du micro d'argent,Hip-Hop/Rap,540467,16,0
Un cri court dans la nuit,IAM,L'école du micro d'argent,Hip-Hop/Rap,234360,2,0
Elle donne son corps avant son nom,IAM,L'école du micro d'argent,Hip-Hop/Rap,251707,2,0
Un bon son brut pour les truands,IAM,L'école du micro d'argent,Hip-Hop/Rap,229227,1,0
Bouger la tête,IAM,L'école du micro d'argent,Hip-Hop/Rap,283067,25,0
Siempre,C.P.V.,Siempre (Deluxe Edition),Urbano latino,196253,7,0
Mística y Calle,C.P.V.,Siempre (Deluxe Edition),Urbano latino,200000,5,0
Cero Protocolo,C.P.V.,Siempre (Deluxe Edition),Urbano latino,170280,2,0
El Hombre Metrónomo Xii (Cataclismo en el Globo Terráqueo),C.P.V.,Siempre (Deluxe Edition),Urbano latino,159213,1,0
Nada Que Perder,C.P.V.,Siempre (Deluxe Edition),Urbano latino,266533,0,0
Demasiado,C.P.V.,Siempre (Deluxe Edition),Urbano latino,279573,2,0
Disciplina China,C.P.V.,Siempre (Deluxe Edition),Urbano latino,163667,0,0
El Cara y Su Cruz,C.P.V.,Siempre (Deluxe Edition),Urbano latino,191573,0,0
Siempre la Misma Historia,C.P.V.,Siempre (Deluxe Edition),Urbano latino,228827,0,0
Pasa el Tiempo,C.P.V.,Siempre (Deluxe Edition),Urbano latino,221440,1,0
La Gloria o la Ruina,C.P.V.,Siempre (Deluxe Edition),Urbano latino,243213,0,0
La Tormenta Perfecta,C.P.V.,Siempre (Deluxe Edition),Urbano latino,251973,1,0
Diez Mil y una Noches,C.P.V.,Siempre (Deluxe Edition),Urbano latino,161213,2,0
Buscando un Truco,C.P.V.,Siempre (Deluxe Edition),Urbano latino,185160,1,1
Lineas Torcidas,C.P.V.,Siempre (Deluxe Edition),Urbano latino,322547,1,0
Oye Lo Que Traigo,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,296360,21,0
No Hay Héroes,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,167667,1,0
La Noche Es Larga,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,126493,1,0
Reir Por No Llorar,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,215280,1,0
Kien Es El Siguiente,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,216173,0,0
Monstruos,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,289373,12,0
Gentuza La Lia,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,332573,4,0
Todo Por La Pasta,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,164853,2,0
Ay Caramba!,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,240053,1,0
Intro,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,173280,0,0
No Puedo Parar,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,278307,1,0
El Bien Y El Mal,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,162280,0,0
Mala Fama,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,72093,2,0
Outro,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,41427,0,2
Tillo En Los Cortes,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,224867,1,0
Arriba Los Buscavidas,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,345187,2,0
Kieres Movida,Arianna Puello,Gancho Perfecto,Hip-Hop/Rap,250107,0,0
So Many Rappers,Gang Starr,One of the Best Yet,Hip-Hop,131453,3,0
Business or Art (feat. Talib Kweli),Gang Starr,One of the Best Yet,Hip-Hop,179253,3,0
Bring It Back Here,Gang Starr,One of the Best Yet,Hip-Hop,50133,4,0
Bad Name,Gang Starr,One of the Best Yet,Hip-Hop,141520,3,0
The Sure Shot (Intro),Gang Starr,One of the Best Yet,Hip-Hop,83053,3,0
Lights Out (feat. M.O.P.),Gang Starr,One of the Best Yet,Hip-Hop,216973,1,0
Hit Man (feat. Q-Tip),Gang Starr,One of the Best Yet,Hip-Hop,142173,3,0
Get Together (feat. Ne-Yo & Nitty Scott),Gang Starr,One of the Best Yet,Hip-Hop,208053,1,0
From a Distance (feat. Jeru the Damaja),Gang Starr,One of the Best Yet,Hip-Hop,150987,2,0
One of the Best Yet (Big Shug Interlude),Gang Starr,One of the Best Yet,Hip-Hop,28760,2,1
"Take Flight (Militia, Pt. 4) [feat. Big Shug & Freddie Foxxx]",Gang Starr,One of the Best Yet,Hip-Hop,176147,2,0
Family and Loyalty (feat. J. Cole),Gang Starr,One of the Best Yet,Hip-Hop,274680,2,0
Bless the Mic,Gang Starr,One of the Best Yet,Hip-Hop,155827,3,0
"What's Real (feat. Group Home & Royce da 5'9"")",Gang Starr,One of the Best Yet,Hip-Hop,204160,4,0
Keith Casim Elam (Interlude),Gang Starr,One of the Best Yet,Hip-Hop,16347,3,0
NYGz/GS 183rd (Interlude),Gang Starr,One of the Best Yet,Hip-Hop,70320,3,0
Epílogo,Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,49880,3,0
La Nada Eterna,Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,295747,3,0
Trece (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,339780,3,0
Caviar,Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,334267,3,0
Soy Loco por Ti (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,241387,5,0
Por Amor al Odio (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,438707,5,0
Entre Molinos y Campos de Olivo (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,262573,2,1
Donde Duele Inspira 36500 Días (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,250600,6,0
Artesano del Arte Insano (Versión Jazz),Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,412920,3,0
La Eterna Esencia,Rafael Lechowski,Donde Duele Inspira (Versión Jazz),Hip-Hop/Rap,105052,4,0
The Rep Grows Bigga,Gang Starr,Moment of Truth,Hip-Hop/Rap,295533,0,0
She Knows What She Wants,Gang Starr,Moment of Truth,Hip-Hop/Rap,180627,0,0
B.I. Vs. Friendship,Gang Starr,Moment of Truth,Hip-Hop/Rap,277467,1,0
Betrayal,Gang Starr,Moment of Truth,Hip-Hop/Rap,329933,0,0
Moment of Truth,Gang Starr,Moment of Truth,Hip-Hop/Rap,247333,1,0
Next Time,Gang Starr,Moment of Truth,Hip-Hop/Rap,186200,0,0
Itz a Set Up,Gang Starr,Moment of Truth,Hip-Hop/Rap,229200,3,0
You Know My Steez,Gang Starr,Moment of Truth,Hip-Hop/Rap,247627,4,0
Make 'Em Pay,Gang Starr,Moment of Truth,Hip-Hop/Rap,261467,0,0
Work,Gang Starr,Moment of Truth,Hip-Hop/Rap,177667,6,0
What I'm Here 4,Gang Starr,Moment of Truth,Hip-Hop/Rap,165233,1,0
The Militia,Gang Starr,Moment of Truth,Hip-Hop/Rap,288578,0,0
Jfk 2 Lax,Gang Starr,Moment of Truth,Hip-Hop/Rap,214667,1,0
My Advice 2 You,Gang Starr,Moment of Truth,Hip-Hop/Rap,151812,0,0
New York Strait Talk,Gang Starr,Moment of Truth,Hip-Hop/Rap,254467,0,0
Above the Clouds,Gang Starr,Moment of Truth,Hip-Hop/Rap,221627,0,0
The Mall,Gang Starr,Moment of Truth,Hip-Hop/Rap,220933,0,0
Royalty (feat. K-Ci & JoJo),Gang Starr,Mass Appeal: The Best of Gang Starr,Hip-Hop/Rap,248480,3,0
Robbin Hood Theory,Gang Starr,Moment of Truth,Hip-Hop/Rap,224040,2,0
In Memory Of...,Gang Starr,Moment of Truth,Hip-Hop/Rap,230067,0,0
Alongwaytogo,Gang Starr,Hard to Earn,Hip-Hop/Rap,253267,0,0
Code of the Streets,Gang Starr,Hard to Earn,Hip-Hop/Rap,209333,0,0
Brainstorm,Gang Starr,Hard to Earn,Hip-Hop/Rap,182000,0,0
Mass Appeal,Gang Starr,Hard to Earn,Hip-Hop/Rap,221027,1,0
F.A.L.A.,Gang Starr,Hard to Earn,Hip-Hop/Rap,257133,0,0
Tonz 'O' Gunz,Gang Starr,Hard to Earn,Hip-Hop/Rap,235067,0,0
Intro (The First Step),Gang Starr,Hard to Earn,Hip-Hop/Rap,54827,1,0
Speak Ya Clout (feat. Lil' Dap & Jeru the Damaja),Gang Starr,Hard to Earn,Hip-Hop/Rap,215507,0,0
Blowin' Up the Spot,Gang Starr,Hard to Earn,Hip-Hop/Rap,190573,0,0
Comin' for the Datazz,Gang Starr,Hard to Earn,Hip-Hop/Rap,241960,0,0
The Planet,Gang Starr,Hard to Earn,Hip-Hop/Rap,315973,0,0
Dwyck (feat. Nice & Smooth),Gang Starr,Hard to Earn,Hip-Hop/Rap,243267,1,0
Now You're Mine,Gang Starr,Hard to Earn,Hip-Hop/Rap,175867,3,0
Aiiight Chill,Gang Starr,Hard to Earn,Hip-Hop/Rap,193227,0,0
Suckas Need Bodyguards,Gang Starr,Hard to Earn,Hip-Hop/Rap,237200,0,0
Words from the Nutcracker,Gang Starr,Hard to Earn,Hip-Hop/Rap,88800,0,0
Mostly tha Voice,Gang Starr,Hard to Earn,Hip-Hop/Rap,218333,0,0
Dale Tiempo al Rumor,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,371027,13,0
A las Cosas por Su Nombre,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,259920,12,0
Nada mas,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,327547,4,0
Pura Droga Sin Cortar,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,374853,24,0
Resistencia Arrogante - Rebel,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,215853,5,0
Zombis,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,278787,1,2
Ocho Lineas,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,303373,14,0
Alergia,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,213560,26,0
Vivir para Contarlo,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,359867,17,0
Cantando,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,332853,1,1
No Somos Ciegos Con Suizo,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,315133,2,0
Filosofia y Letras,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,318747,13,0
Asomate,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,288987,12,0
Informacion Planta Calle,Violadores del Verso,Vivir para Contarlo,Hip-Hop/Rap,386827,16,0
¡Po No Lo Sabe Ya! II,Tote King,Duermen... - EP,Urbano latino,213699,0,0
¡Po No Lo Sabe Ya!,Tote King,Duermen... - EP,Urbano latino,228504,1,0
Putas del Rap,Tote King,Duermen... - EP,Urbano latino,216549,3,0
Duermen,Toteking,Duermen... - EP,Urbano latino,253495,21,0
Saltando las Barreras,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,231520,0,0
Horizonte Universal (con Supernafamacho y Kultama),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,279933,12,0
Reyes del Horrorcore,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,261347,0,0
Capítulo IX (con Kase. O),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,281293,0,0
"Hechos, Palabras",Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,337107,12,0
Dinero y Prestigio,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,291000,1,0
BlackBook Vínculo,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,244707,0,0
En el Rap Set (con Elphomega),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,279320,11,0
Supervillanos de alquiler (con Elphomega),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,326613,9,0
Kryptonita,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,226333,0,0
Sonámbulos (con Elphomega),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,230107,0,0
Mal rollo,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,206733,0,0
Visiones,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,326893,0,0
Y si...,Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,282480,0,0
Ten cuidado hermano (con Jess Franco),Hablando en Plata,Supervillanos de alquiler,Hip-Hop/Rap,125427,0,1
Recuerdos de chico (with Jotamayúscula),Hablando en Plata,A sangre fría,Hip-Hop/Rap,333960,15,0
A sangre fría,Hablando en Plata,A sangre fría,Hip-Hop/Rap,294733,26,0
Aquí estoy yo,Hablando en Plata,A sangre fría,Hip-Hop/Rap,262173,10,0
Elixir,Hablando en Plata,A sangre fría,Hip-Hop/Rap,226867,1,0
Es un souvenir (with Elphomega),Hablando en Plata,A sangre fría,Hip-Hop/Rap,289787,2,0
La rebelión de las máquinas (with Violadores del Verso),Hablando en Plata,A sangre fría,Hip-Hop/Rap,360000,20,0
Hermanos del mal,Hablando en Plata,A sangre fría,Hip-Hop/Rap,327560,1,0
Los esquemas nos elevan,Hablando en Plata,A sangre fría,Hip-Hop/Rap,164053,0,0
Lo que nos define,Hablando en Plata,A sangre fría,Hip-Hop/Rap,252200,2,0
Cuando me quedo sin boli,Hablando en Plata,A sangre fría,Hip-Hop/Rap,330307,12,0
Hablacadabra,Hablando en Plata,A sangre fría,Hip-Hop/Rap,239040,1,0
Entrenados en el lado oscuro (Versión esotérica),Hablando en Plata,A sangre fría,Hip-Hop/Rap,249467,17,0
